Commodity,Exporter,Destination,Tons,Year
RUBBER,46,165,3.806355219,2013
RUBBER,46,167,73.39919498,2013
RUBBER,46,170,0.520195311,2013
RUBBER,46,171,0.036763564,2013
RUBBER,46,173,171.6138086,2013
RUBBER,46,174,19.32001994,2013
RUBBER,46,178,0.044866329,2013
RUBBER,46,179,0.195470711,2013
RUBBER,46,181,0.928734251,2013
RUBBER,46,183,60.28519537,2013
RUBBER,46,184,0.014357785,2013
RUBBER,46,185,17.35535586,2013
RUBBER,46,195,0.075462572,2013
RUBBER,46,198,1.672776721,2013
RUBBER,46,199,293.024974,2013
RUBBER,46,200,0.359730204,2013
RUBBER,46,201,0.012404572,2013
RUBBER,46,202,17.37999822,2013
RUBBER,46,203,682.4729127,2013
RUBBER,46,210,9.699930032,2013
RUBBER,46,211,0.451868582,2013
RUBBER,46,212,0.043859068,2013
RUBBER,46,213,0.021871132,2013
RUBBER,46,214,9.918136815,2013
RUBBER,46,216,0.434707005,2013
RUBBER,46,221,0.055496221,2013
RUBBER,46,222,3.426104883,2013
RUBBER,46,223,595.0085249,2013
RUBBER,46,225,2.691931304,2013
RUBBER,46,229,133.9988628,2013
RUBBER,46,230,1.396592514,2013
RUBBER,46,231,33.20884999,2013
RUBBER,46,234,1.692409143,2013
RUBBER,46,235,0.034206142,2013
RUBBER,46,236,0.976030495,2013
RUBBER,46,237,0.745039217,2013
RUBBER,46,238,2.319833743,2013
RUBBER,46,249,0.048444215,2013
RUBBER,46,250,0.341711278,2013
RUBBER,46,251,0.252328312,2013
RUBBER,46,256,11.89929623,2013
RUBBER,46,272,10.66928111,2013
RUBBER,46,273,0.211661644,2013
RUBBER,58,9,0.0433079,2013
RUBBER,58,11,0.184608606,2013
RUBBER,58,19,15.1102214,2013
RUBBER,58,21,0.122391016,2013
RUBBER,58,33,0.149315368,2013
RUBBER,58,40,110.3791539,2013
RUBBER,58,41,0.074431559,2013
RUBBER,58,44,2.967547735,2013
RUBBER,58,48,6.955969891,2013
RUBBER,58,59,0.016295488,2013
RUBBER,58,67,0.011712791,2013
RUBBER,58,68,1.829643245,2013
RUBBER,58,79,7.651014963,2013
RUBBER,58,97,0.240122047,2013
RUBBER,58,100,0.011308264,2013
RUBBER,58,105,0.012386253,2013
RUBBER,58,106,0.264570156,2013
RUBBER,58,117,0.010318746,2013
RUBBER,58,131,0.106532262,2013
RUBBER,58,134,0.076732256,2013
RUBBER,58,138,0.321137145,2013
RUBBER,58,150,0.092360022,2013
RUBBER,58,167,1.44979392,2013
RUBBER,58,170,670.6103351,2013
RUBBER,58,173,1.183963331,2013
RUBBER,58,174,0.021498272,2013
RUBBER,58,183,0.36455209,2013
RUBBER,58,185,0.037909041,2013
RUBBER,58,195,0.015412801,2013
RUBBER,58,198,0.225079069,2013
RUBBER,58,199,1.667640174,2013
RUBBER,58,200,0.016874814,2013
RUBBER,58,202,0.028024195,2013
RUBBER,58,203,0.146176897,2013
RUBBER,58,210,0.063645789,2013
RUBBER,58,211,0.014687918,2013
RUBBER,58,223,0.086040926,2013
RUBBER,58,229,0.499021791,2013
RUBBER,58,231,81.85934744,2013
RUBBER,58,236,0.010192671,2013
RUBBER,58,256,8.449540165,2013
RUBBER,58,272,0.069989037,2013
RUBBER,74,3,0.223126651,2013
RUBBER,74,4,3.069077192,2013
RUBBER,74,9,0.593351275,2013
RUBBER,74,10,0.314038633,2013
RUBBER,74,11,33.60124625,2013
RUBBER,74,13,0.191662898,2013
RUBBER,74,16,0.011106859,2013
RUBBER,74,19,0.698301866,2013
RUBBER,74,20,0.099932457,2013
RUBBER,74,21,5.728059232,2013
RUBBER,74,27,2.833802577,2013
RUBBER,74,33,2.904525338,2013
RUBBER,74,38,0.440463824,2013
RUBBER,74,40,0.447316021,2013
RUBBER,74,41,3179.520332,2013
RUBBER,74,44,1.565197405,2013
RUBBER,74,48,0.475996489,2013
RUBBER,74,49,0.310000959,2013
RUBBER,74,52,0.916072143,2013
RUBBER,74,53,0.05111286,2013
RUBBER,74,54,0.374450589,2013
RUBBER,74,56,0.054012429,2013
RUBBER,74,57,1.124999687,2013
RUBBER,74,58,0.038698671,2013
RUBBER,74,59,7.951936781,2013
RUBBER,74,60,0.040975123,2013
RUBBER,74,63,0.489133424,2013
RUBBER,74,67,1.464656211,2013
RUBBER,74,68,3674.164582,2013
RUBBER,74,70,0.02555354,2013
RUBBER,74,79,1317.194982,2013
RUBBER,74,80,0.121025257,2013
RUBBER,74,84,1.040129164,2013
RUBBER,74,89,0.109709726,2013
RUBBER,74,95,0.038025013,2013
RUBBER,74,96,0.072106796,2013
RUBBER,74,97,42.28700451,2013
RUBBER,74,98,0.339741841,2013
RUBBER,74,99,0.02396114,2013
RUBBER,74,100,6.88804561,2013
RUBBER,74,101,0.305697645,2013
RUBBER,74,102,5.353100243,2013
RUBBER,74,104,0.71475784,2013
RUBBER,74,105,7.616126535,2013
RUBBER,74,106,1865.710501,2013
RUBBER,74,108,0.064271406,2013
RUBBER,74,109,0.078891796,2013
RUBBER,74,110,2.230241706,2013
RUBBER,74,112,1.013392595,2013
RUBBER,74,114,5.880974366,2013
RUBBER,74,116,2.656634584,2013
RUBBER,74,117,4.203701326,2013
RUBBER,74,118,0.513095069,2013
RUBBER,74,119,0.509797544,2013
RUBBER,74,122,0.192411928,2013
RUBBER,74,126,1.018021897,2013
RUBBER,74,131,72.31325505,2013
RUBBER,74,133,0.035639361,2013
RUBBER,74,134,13.20361264,2013
RUBBER,74,136,0.05525452,2013
RUBBER,74,137,0.043388412,2013
RUBBER,74,138,4.788934906,2013
RUBBER,74,143,4.727971296,2013
RUBBER,74,144,0.06353224,2013
RUBBER,74,146,0.01865203,2013
RUBBER,74,147,0.321291616,2013
RUBBER,74,150,13.46544814,2013
RUBBER,74,153,0.169044299,2013
RUBBER,74,154,0.366876308,2013
RUBBER,74,156,0.366156885,2013
RUBBER,74,159,0.172616797,2013
RUBBER,74,162,6.742281407,2013
RUBBER,74,165,0.801112961,2013
RUBBER,74,167,62.65690325,2013
RUBBER,74,170,0.392624989,2013
RUBBER,74,171,0.0258448,2013
RUBBER,74,173,3273.961007,2013
RUBBER,74,174,41.42762122,2013
RUBBER,74,178,0.130098547,2013
RUBBER,74,179,0.272413026,2013
RUBBER,74,181,5.104012949,2013
RUBBER,74,183,187.657062,2013
RUBBER,74,184,0.043225022,2013
RUBBER,74,185,39.19328608,2013
RUBBER,74,195,0.135508638,2013
RUBBER,74,198,2.551221865,2013
RUBBER,74,199,286.3893746,2013
RUBBER,74,200,0.209863534,2013
RUBBER,74,202,76.86493486,2013
RUBBER,74,203,4169.414672,2013
RUBBER,74,209,0.012706448,2013
RUBBER,74,210,10.74763068,2013
RUBBER,74,211,3.30552012,2013
RUBBER,74,214,1.905515616,2013
RUBBER,74,216,0.062471419,2013
RUBBER,74,221,0.166266582,2013
RUBBER,74,222,15.38480817,2013
RUBBER,74,223,7.431599895,2013
RUBBER,74,225,0.471926157,2013
RUBBER,74,229,109.1823524,2013
RUBBER,74,230,9.584348932,2013
RUBBER,74,231,940.8710176,2013
RUBBER,74,233,0.050464704,2013
RUBBER,74,234,0.165058115,2013
RUBBER,74,235,0.02252405,2013
RUBBER,74,236,0.622860265,2013
RUBBER,74,237,9.952993388,2013
RUBBER,74,238,0.38798325,2013
RUBBER,74,249,0.131691202,2013
RUBBER,74,250,1.977904569,2013
RUBBER,74,251,1.464020431,2013
RUBBER,74,256,14.59218864,2013
RUBBER,74,272,12.30854117,2013
RUBBER,74,273,0.047226055,2013
RUBBER,81,3,0.455271146,2013
RUBBER,81,4,3.594500742,2013
RUBBER,81,9,2.16943443,2013
RUBBER,81,10,0.679466793,2013
RUBBER,81,11,39.9349873,2013
RUBBER,81,12,0.011515444,2013
RUBBER,81,13,0.416167395,2013
RUBBER,81,14,0.023030887,2013
RUBBER,81,16,0.042428677,2013
RUBBER,81,17,0.019192406,2013
RUBBER,81,19,0.567002867,2013
RUBBER,81,20,0.115380265,2013
RUBBER,81,21,20.29436418,2013
RUBBER,81,27,7.574285111,2013
RUBBER,81,33,9.239306582,2013
RUBBER,81,38,1.015346201,2013
RUBBER,81,40,1.253836653,2013
RUBBER,81,41,276.0905902,2013
RUBBER,81,44,2.038332762,2013
RUBBER,81,48,2.793537425,2013
RUBBER,81,49,0.302558916,2013
RUBBER,81,52,1.036373841,2013
RUBBER,81,53,0.024823395,2013
RUBBER,81,54,0.541919661,2013
RUBBER,81,56,0.20521778,2013
RUBBER,81,57,1.929565197,2013
RUBBER,81,58,1.520109479,2013
RUBBER,81,59,8.540074889,2013
RUBBER,81,60,0.140449628,2013
RUBBER,81,63,1.399112557,2013
RUBBER,81,67,3.407948883,2013
RUBBER,81,68,1771.178436,2013
RUBBER,81,70,0.012318413,2013
RUBBER,81,73,0.017115799,2013
RUBBER,81,79,1479.191538,2013
RUBBER,81,80,0.768036693,2013
RUBBER,81,84,50.32696228,2013
RUBBER,81,89,0.349397616,2013
RUBBER,81,91,0.011515444,2013
RUBBER,81,95,0.294903603,2013
RUBBER,81,96,0.127969459,2013
RUBBER,81,97,165.2350888,2013
RUBBER,81,98,1.033398213,2013
RUBBER,81,99,0.034730056,2013
RUBBER,81,100,222.3013938,2013
RUBBER,81,101,0.621727402,2013
RUBBER,81,102,15.86989268,2013
RUBBER,81,103,0.144057977,2013
RUBBER,81,104,44.30814339,2013
RUBBER,81,105,18.39923409,2013
RUBBER,81,106,2240.032381,2013
RUBBER,81,108,0.038982468,2013
RUBBER,81,109,0.296644821,2013
RUBBER,81,110,3.463323672,2013
RUBBER,81,112,0.818429881,2013
RUBBER,81,114,17.7344708,2013
RUBBER,81,116,0.236537335,2013
RUBBER,81,117,9.786450124,2013
RUBBER,81,118,0.830709625,2013
RUBBER,81,119,0.621462707,2013
RUBBER,81,122,0.226161405,2013
RUBBER,81,126,2.313058857,2013
RUBBER,81,128,0.031323278,2013
RUBBER,81,131,278.0575829,2013
RUBBER,81,133,0.02503277,2013
RUBBER,81,134,15.74243334,2013
RUBBER,81,136,0.038020914,2013
RUBBER,81,137,0.024030497,2013
RUBBER,81,138,17.3862361,2013
RUBBER,81,143,4.478824442,2013
RUBBER,81,144,0.074675935,2013
RUBBER,81,146,0.020060421,2013
RUBBER,81,147,0.377646874,2013
RUBBER,81,149,0.052743739,2013
RUBBER,81,150,71.65086869,2013
RUBBER,81,153,0.184639982,2013
RUBBER,81,154,0.629318881,2013
RUBBER,81,156,0.400402796,2013
RUBBER,81,157,0.010070748,2013
RUBBER,81,159,0.188455816,2013
RUBBER,81,162,8.304946174,2013
RUBBER,81,165,2.117195049,2013
RUBBER,81,167,1268.323706,2013
RUBBER,81,170,0.665958172,2013
RUBBER,81,171,0.016215509,2013
RUBBER,81,173,2643.240526,2013
RUBBER,81,174,47.48114076,2013
RUBBER,81,178,0.103369364,2013
RUBBER,81,179,0.357005878,2013
RUBBER,81,181,5.491064824,2013
RUBBER,81,183,177.1263494,2013
RUBBER,81,184,0.112508655,2013
RUBBER,81,185,37.32419622,2013
RUBBER,81,195,0.208013733,2013
RUBBER,81,198,4.512703976,2013
RUBBER,81,199,335.619252,2013
RUBBER,81,200,59.21027185,2013
RUBBER,81,201,0.032649513,2013
RUBBER,81,202,90.34721391,2013
RUBBER,81,203,4285.480278,2013
RUBBER,81,209,0.014935187,2013
RUBBER,81,210,38.7005516,2013
RUBBER,81,211,2.747209864,2013
RUBBER,81,212,0.01436821,2013
RUBBER,81,214,4.082056414,2013
RUBBER,81,216,0.231890259,2013
RUBBER,81,220,0.022167885,2013
RUBBER,81,221,0.192455884,2013
RUBBER,81,222,9.1397863,2013
RUBBER,81,223,194.0161428,2013
RUBBER,81,225,1.120285788,2013
RUBBER,81,229,487.0560848,2013
RUBBER,81,230,8.169129127,2013
RUBBER,81,231,3539.379092,2013
RUBBER,81,233,13.01266507,2013
RUBBER,81,234,0.583822538,2013
RUBBER,81,235,0.012457963,2013
RUBBER,81,236,1.069942966,2013
RUBBER,81,237,5.268047469,2013
RUBBER,81,238,1.030510378,2013
RUBBER,81,249,0.101962379,2013
RUBBER,81,250,2.022339655,2013
RUBBER,81,251,1.495184493,2013
RUBBER,81,256,41.35734984,2013
RUBBER,81,272,448.1123717,2013
RUBBER,81,273,0.106316102,2013
RUBBER,89,3,0.021886714,2013
RUBBER,89,4,0.305717772,2013
RUBBER,89,9,508.4134076,2013
RUBBER,89,10,59.59163002,2013
RUBBER,89,11,14.53942864,2013
RUBBER,89,12,0.072509415,2013
RUBBER,89,13,0.12929474,2013
RUBBER,89,14,0.14501883,2013
RUBBER,89,16,0.011702173,2013
RUBBER,89,17,0.120849025,2013
RUBBER,89,19,109.7544288,2013
RUBBER,89,20,0.011170158,2013
RUBBER,89,21,2814.427188,2013
RUBBER,89,27,0.634554119,2013
RUBBER,89,33,1402.989025,2013
RUBBER,89,38,1.398920979,2013
RUBBER,89,40,11063.58343,2013
RUBBER,89,41,34.26533279,2013
RUBBER,89,44,8802.68385,2013
RUBBER,89,48,5942.631732,2013
RUBBER,89,49,48.52257116,2013
RUBBER,89,52,0.398913205,2013
RUBBER,89,54,0.503349225,2013
RUBBER,89,56,10.65018688,2013
RUBBER,89,57,642.2823634,2013
RUBBER,89,58,17.78584198,2013
RUBBER,89,59,3.215492789,2013
RUBBER,89,60,111.983231,2013
RUBBER,89,63,0.464737442,2013
RUBBER,89,67,2.486440524,2013
RUBBER,89,68,62.77771243,2013
RUBBER,89,79,573.4757608,2013
RUBBER,89,80,0.054296163,2013
RUBBER,89,84,0.431770402,2013
RUBBER,89,91,0.072509415,2013
RUBBER,89,95,0.744546779,2013
RUBBER,89,96,0.50770474,2013
RUBBER,89,97,48.11169171,2013
RUBBER,89,98,0.328203101,2013
RUBBER,89,99,0.011118992,2013
RUBBER,89,100,4.189181603,2013
RUBBER,89,101,4.695003883,2013
RUBBER,89,102,3.567362427,2013
RUBBER,89,104,0.588904767,2013
RUBBER,89,105,3.354917816,2013
RUBBER,89,106,172.2917738,2013
RUBBER,89,108,0.029246792,2013
RUBBER,89,109,1.866865109,2013
RUBBER,89,110,5.177345762,2013
RUBBER,89,112,0.347728284,2013
RUBBER,89,114,82.21408853,2013
RUBBER,89,116,0.042899511,2013
RUBBER,89,117,3.743063434,2013
RUBBER,89,118,0.34527601,2013
RUBBER,89,119,0.304367429,2013
RUBBER,89,122,0.021886173,2013
RUBBER,89,126,521.571079,2013
RUBBER,89,131,64.9843721,2013
RUBBER,89,133,0.02549007,2013
RUBBER,89,134,5.982681572,2013
RUBBER,89,138,34356.05479,2013
RUBBER,89,143,0.57653139,2013
RUBBER,89,146,0.012701246,2013
RUBBER,89,147,0.03654578,2013
RUBBER,89,150,21.26610192,2013
RUBBER,89,153,0.021944012,2013
RUBBER,89,154,0.03863343,2013
RUBBER,89,156,0.534395563,2013
RUBBER,89,157,82.05129153,2013
RUBBER,89,159,0.193439823,2013
RUBBER,89,162,0.81497783,2013
RUBBER,89,165,5.218870535,2013
RUBBER,89,167,76.00268751,2013
RUBBER,89,170,4689.52117,2013
RUBBER,89,171,0.038217256,2013
RUBBER,89,173,87.19751907,2013
RUBBER,89,174,5.901073825,2013
RUBBER,89,178,0.044425832,2013
RUBBER,89,179,0.126762341,2013
RUBBER,89,181,0.516606709,2013
RUBBER,89,183,28.8551498,2013
RUBBER,89,184,0.377670761,2013
RUBBER,89,185,4.361168563,2013
RUBBER,89,195,0.414967757,2013
RUBBER,89,198,6.307206502,2013
RUBBER,89,199,124.4090852,2013
RUBBER,89,200,4.665045279,2013
RUBBER,89,202,8.743113351,2013
RUBBER,89,203,394.4788292,2013
RUBBER,89,210,8.739727227,2013
RUBBER,89,211,0.628773948,2013
RUBBER,89,214,2.436350635,2013
RUBBER,89,216,0.563196532,2013
RUBBER,89,220,0.106286892,2013
RUBBER,89,221,0.021874901,2013
RUBBER,89,222,0.610991086,2013
RUBBER,89,223,5.278972102,2013
RUBBER,89,225,0.394439234,2013
RUBBER,89,229,78.56526854,2013
RUBBER,89,230,1.41205477,2013
RUBBER,89,231,22286.4455,2013
RUBBER,89,233,0.075452414,2013
RUBBER,89,234,210.6416768,2013
RUBBER,89,236,3381.293472,2013
RUBBER,89,237,0.32775175,2013
RUBBER,89,238,0.175259667,2013
RUBBER,89,249,0.043101358,2013
RUBBER,89,250,0.206948171,2013
RUBBER,89,251,0.15307757,2013
RUBBER,89,256,217.2209144,2013
RUBBER,89,272,5.208811493,2013
RUBBER,89,273,0.019506046,2013
RUBBER,90,3,0.147991531,2013
RUBBER,90,4,2.034726831,2013
RUBBER,90,9,0.613527162,2013
RUBBER,90,10,0.311649714,2013
RUBBER,90,11,29.91830099,2013
RUBBER,90,13,0.419041646,2013
RUBBER,90,16,0.014092481,2013
RUBBER,90,19,0.296607526,2013
RUBBER,90,20,0.072748305,2013
RUBBER,90,21,4.618390053,2013
RUBBER,90,27,2.857559832,2013
RUBBER,90,33,1.456336472,2013
RUBBER,90,38,1.127735524,2013
RUBBER,90,40,0.123646442,2013
RUBBER,90,41,35.1889931,2013
RUBBER,90,44,1.001798642,2013
RUBBER,90,48,0.244410108,2013
RUBBER,90,49,0.15640193,2013
RUBBER,90,52,0.823684005,2013
RUBBER,90,53,0.043513493,2013
RUBBER,90,54,0.33131113,2013
RUBBER,90,56,0.02932606,2013
RUBBER,90,57,0.67789083,2013
RUBBER,90,58,0.026069607,2013
RUBBER,90,59,7.713856519,2013
RUBBER,90,63,0.447955712,2013
RUBBER,90,67,1.684917448,2013
RUBBER,90,68,3094.977477,2013
RUBBER,90,70,0.021525337,2013
RUBBER,90,79,1184.086392,2013
RUBBER,90,80,0.117687589,2013
RUBBER,90,84,1.131010521,2013
RUBBER,90,89,0.03379166,2013
RUBBER,90,95,0.013491093,2013
RUBBER,90,96,0.03468884,2013
RUBBER,90,97,46.95625604,2013
RUBBER,90,98,0.254141726,2013
RUBBER,90,99,0.030956865,2013
RUBBER,90,100,551.4618106,2013
RUBBER,90,101,0.180206714,2013
RUBBER,90,102,5.342214653,2013
RUBBER,90,104,3.14791175,2013
RUBBER,90,105,7.80662242,2013
RUBBER,90,106,1223.117654,2013
RUBBER,90,108,0.022376035,2013
RUBBER,90,110,1.816536773,2013
RUBBER,90,112,0.952918966,2013
RUBBER,90,114,3.260030461,2013
RUBBER,90,116,0.030677,2013
RUBBER,90,117,4.050427816,2013
RUBBER,90,118,0.523678384,2013
RUBBER,90,119,0.454888127,2013
RUBBER,90,122,0.142760705,2013
RUBBER,90,126,0.753128277,2013
RUBBER,90,128,0.034523995,2013
RUBBER,90,131,78.14945189,2013
RUBBER,90,133,0.033329019,2013
RUBBER,90,134,11.97982005,2013
RUBBER,90,136,0.018577286,2013
RUBBER,90,137,0.023196888,2013
RUBBER,90,138,1.672929808,2013
RUBBER,90,143,2.965999856,2013
RUBBER,90,144,0.047137969,2013
RUBBER,90,146,0.032104113,2013
RUBBER,90,147,0.238383442,2013
RUBBER,90,149,0.129217169,2013
RUBBER,90,150,17.92048928,2013
RUBBER,90,153,0.115609299,2013
RUBBER,90,154,0.247354386,2013
RUBBER,90,156,0.199624851,2013
RUBBER,90,159,0.287485044,2013
RUBBER,90,162,4.712907247,2013
RUBBER,90,165,0.945824053,2013
RUBBER,90,167,58.72916761,2013
RUBBER,90,170,0.323011979,2013
RUBBER,90,173,1288.050251,2013
RUBBER,90,174,24.18927199,2013
RUBBER,90,178,0.121295923,2013
RUBBER,90,179,0.284025391,2013
RUBBER,90,181,3.060427368,2013
RUBBER,90,183,545.9045842,2013
RUBBER,90,184,0.04940108,2013
RUBBER,90,185,20.14779371,2013
RUBBER,90,195,0.195318078,2013
RUBBER,90,198,2.124959141,2013
RUBBER,90,199,256.6287441,2013
RUBBER,90,200,0.03620053,2013
RUBBER,90,201,0.080993463,2013
RUBBER,90,202,57.03020808,2013
RUBBER,90,203,2224.608251,2013
RUBBER,90,210,30.48354375,2013
RUBBER,90,211,2.609954081,2013
RUBBER,90,214,1.756532707,2013
RUBBER,90,216,0.04970435,2013
RUBBER,90,220,0.011845137,2013
RUBBER,90,221,0.102548321,2013
RUBBER,90,222,12.64236988,2013
RUBBER,90,223,11.36318681,2013
RUBBER,90,225,0.518727525,2013
RUBBER,90,229,536.8251068,2013
RUBBER,90,230,48.84114397,2013
RUBBER,90,231,93.38346814,2013
RUBBER,90,233,0.016519489,2013
RUBBER,90,234,0.166339799,2013
RUBBER,90,236,0.381366506,2013
RUBBER,90,237,8.569289213,2013
RUBBER,90,238,0.330605466,2013
RUBBER,90,249,0.117530854,2013
RUBBER,90,250,1.068409283,2013
RUBBER,90,251,0.788545738,2013
RUBBER,90,256,15.70179306,2013
RUBBER,90,272,23.49618398,2013
RUBBER,90,273,0.038935719,2013
RUBBER,100,1,0.033807893,2013
RUBBER,100,3,0.075873915,2013
RUBBER,100,4,6.695538945,2013
RUBBER,100,9,64.78117839,2013
RUBBER,100,10,41.78259793,2013
RUBBER,100,11,24.62823553,2013
RUBBER,100,13,8.609743608,2013
RUBBER,100,16,5.067909546,2013
RUBBER,100,19,3.126086169,2013
RUBBER,100,20,0.179164127,2013
RUBBER,100,21,480.7248994,2013
RUBBER,100,27,35.67837796,2013
RUBBER,100,28,10.65992737,2013
RUBBER,100,33,87.06668205,2013
RUBBER,100,38,1318.450011,2013
RUBBER,100,40,3.247145585,2013
RUBBER,100,41,8584.11609,2013
RUBBER,100,44,3.663825319,2013
RUBBER,100,48,15.15098292,2013
RUBBER,100,49,0.062910577,2013
RUBBER,100,52,0.70111542,2013
RUBBER,100,53,0.733220894,2013
RUBBER,100,54,1.168855967,2013
RUBBER,100,56,3.25028243,2013
RUBBER,100,57,25.1092929,2013
RUBBER,100,58,27.81121392,2013
RUBBER,100,59,732.3433451,2013
RUBBER,100,60,0.104667161,2013
RUBBER,100,63,0.790738983,2013
RUBBER,100,67,63.74136064,2013
RUBBER,100,68,282.8479856,2013
RUBBER,100,72,0.206309114,2013
RUBBER,100,73,0.033133068,2013
RUBBER,100,79,985.2095843,2013
RUBBER,100,80,0.469743056,2013
RUBBER,100,84,4.819699831,2013
RUBBER,100,89,8.64851033,2013
RUBBER,100,95,0.360296851,2013
RUBBER,100,96,4.277140024,2013
RUBBER,100,97,554.4500045,2013
RUBBER,100,98,2.023112923,2013
RUBBER,100,99,0.042166398,2013
RUBBER,100,101,24.72230313,2013
RUBBER,100,102,1903.853934,2013
RUBBER,100,103,0.278869991,2013
RUBBER,100,104,0.989754079,2013
RUBBER,100,105,104.5668247,2013
RUBBER,100,106,489.2740723,2013
RUBBER,100,108,0.327890833,2013
RUBBER,100,109,0.312118773,2013
RUBBER,100,110,175.2466555,2013
RUBBER,100,112,71.87984758,2013
RUBBER,100,114,14.42962039,2013
RUBBER,100,116,7.305443741,2013
RUBBER,100,117,359.4788014,2013
RUBBER,100,118,42.60727337,2013
RUBBER,100,119,2.703373047,2013
RUBBER,100,121,0.081637959,2013
RUBBER,100,122,0.341563423,2013
RUBBER,100,126,13.60965368,2013
RUBBER,100,131,9577.740925,2013
RUBBER,100,133,0.185561607,2013
RUBBER,100,134,10.3554647,2013
RUBBER,100,136,0.18911911,2013
RUBBER,100,137,0.109446922,2013
RUBBER,100,138,430.5649786,2013
RUBBER,100,143,3.080103222,2013
RUBBER,100,144,0.112780376,2013
RUBBER,100,146,0.017355171,2013
RUBBER,100,147,0.570346471,2013
RUBBER,100,149,203.4921976,2013
RUBBER,100,150,29.36857622,2013
RUBBER,100,153,0.045377444,2013
RUBBER,100,154,0.484115071,2013
RUBBER,100,156,25.52101614,2013
RUBBER,100,157,0.701625617,2013
RUBBER,100,159,13.55622558,2013
RUBBER,100,162,2.155434103,2013
RUBBER,100,165,550.1649221,2013
RUBBER,100,167,281.6991253,2013
RUBBER,100,170,83.15295247,2013
RUBBER,100,171,6.559756333,2013
RUBBER,100,173,176.9916927,2013
RUBBER,100,174,164.6060317,2013
RUBBER,100,178,7.293720421,2013
RUBBER,100,179,183.9417417,2013
RUBBER,100,181,2.954296706,2013
RUBBER,100,183,79.83076816,2013
RUBBER,100,184,0.098138575,2013
RUBBER,100,185,154.3355458,2013
RUBBER,100,195,2.957891677,2013
RUBBER,100,196,0.018857143,2013
RUBBER,100,198,9.685362356,2013
RUBBER,100,199,221.9491197,2013
RUBBER,100,200,2.5833135,2013
RUBBER,100,201,127.6251412,2013
RUBBER,100,202,136.448143,2013
RUBBER,100,203,195.955925,2013
RUBBER,100,209,0.022556075,2013
RUBBER,100,210,25.86538939,2013
RUBBER,100,211,2.55941035,2013
RUBBER,100,212,0.031388646,2013
RUBBER,100,213,0.013805445,2013
RUBBER,100,214,170.5040702,2013
RUBBER,100,216,5.261096389,2013
RUBBER,100,221,3.818215878,2013
RUBBER,100,222,46.78808662,2013
RUBBER,100,223,375.5798946,2013
RUBBER,100,225,120.2142603,2013
RUBBER,100,229,108.1740271,2013
RUBBER,100,230,41.69107029,2013
RUBBER,100,231,507.1020322,2013
RUBBER,100,233,0.07592305,2013
RUBBER,100,234,20.27952428,2013
RUBBER,100,235,0.237519953,2013
RUBBER,100,236,13.65303169,2013
RUBBER,100,237,564.1850283,2013
RUBBER,100,238,27.680778,2013
RUBBER,100,249,7.07675544,2013
RUBBER,100,250,2.671326363,2013
RUBBER,100,251,1.972490247,2013
RUBBER,100,256,216.683114,2013
RUBBER,100,272,48.71973057,2013
RUBBER,100,273,2.492259977,2013
RUBBER,101,1,0.997358938,2013
RUBBER,101,3,4.649040856,2013
RUBBER,101,4,61.36761508,2013
RUBBER,101,9,31693.05869,2013
RUBBER,101,10,5217.997755,2013
RUBBER,101,11,1923.35612,2013
RUBBER,101,12,1.9101488,2013
RUBBER,101,13,22.51236723,2013
RUBBER,101,14,3.8202976,2013
RUBBER,101,16,10.0948129,2013
RUBBER,101,17,3.183581333,2013
RUBBER,101,19,182.8059852,2013
RUBBER,101,20,29.97691368,2013
RUBBER,101,21,89839.60565,2013
RUBBER,101,27,3182.080978,2013
RUBBER,101,28,2.868102498,2013
RUBBER,101,33,78794.86722,2013
RUBBER,101,35,0.24318294,2013
RUBBER,101,38,2450.821766,2013
RUBBER,101,40,1413.489788,2013
RUBBER,101,41,417102.4935,2013
RUBBER,101,44,4164.806778,2013
RUBBER,101,48,750.1260097,2013
RUBBER,101,49,25.01801846,2013
RUBBER,101,52,54.23111605,2013
RUBBER,101,53,0.893023422,2013
RUBBER,101,54,22.14442018,2013
RUBBER,101,56,21.81147648,2013
RUBBER,101,57,2961.221959,2013
RUBBER,101,58,1365.563912,2013
RUBBER,101,59,5638.636901,2013
RUBBER,101,60,27.45189844,2013
RUBBER,101,63,80.61094825,2013
RUBBER,101,67,5846.543221,2013
RUBBER,101,68,56118.86077,2013
RUBBER,101,70,0.390302474,2013
RUBBER,101,72,1.003545143,2013
RUBBER,101,73,5.809510006,2013
RUBBER,101,74,0.164847502,2013
RUBBER,101,79,74107.268,2013
RUBBER,101,80,27.61195634,2013
RUBBER,101,81,0.219603589,2013
RUBBER,101,84,315.5777879,2013
RUBBER,101,89,486.5646329,2013
RUBBER,101,91,1.9101488,2013
RUBBER,101,95,79.70954901,2013
RUBBER,101,96,22.48591863,2013
RUBBER,101,97,9550.541985,2013
RUBBER,101,98,50.39037025,2013
RUBBER,101,99,1.718540514,2013
RUBBER,101,100,133949.5322,2013
RUBBER,101,102,2597.406339,2013
RUBBER,101,103,48.89670921,2013
RUBBER,101,104,877.8793109,2013
RUBBER,101,105,4835.390879,2013
RUBBER,101,106,29320.92781,2013
RUBBER,101,108,25.35016397,2013
RUBBER,101,109,49.67338484,2013
RUBBER,101,110,414505.8843,2013
RUBBER,101,112,68.03884977,2013
RUBBER,101,114,1501.294638,2013
RUBBER,101,116,349.1750993,2013
