exporter,tons,year
9,513.7656689,1991
9,55806.49232,1991
9,1088518.632,1991
9,298.3295493,1991
9,2180.977691,1991
9,51263.7035,1991
9,20244.22695,1991
9,7971.066937,1991
9,63596.87678,1991
9,8355.196362,1991
9,10539.08852,1991
9,69.43417183,1991
9,13.26483815,1991
9,814.4864154,1991
9,121123.4426,1991
9,105721.5754,1991
9,3918.248275,1991
9,2.121465686,1991
9,598459.4372,1991
9,466802.1171,1991
9,2540.774832,1991
9,0.181798563,1991
9,4778.538504,1991
9,51684.80912,1991
9,5.065461493,1991
9,212605.7588,1991
9,830.5084031,1991
9,300.7580723,1991
9,20.22168928,1991
9,17.68200167,1991
9,0.293904238,1992
9,326.2312137,1992
9,563.6118967,1992
9,2091.140446,1992
9,17582.40756,1992
9,22486.0667,1992
9,120959.5062,1992
9,60.40255707,1992
9,42.83221301,1992
9,16.68113365,1992
9,309873.5569,1992
9,126121.5203,1992
9,193.4921527,1992
9,0.076546953,1992
9,3335.901216,1992
9,655.6225736,1992
9,88740.04116,1992
9,11.92697187,1992
9,1233.932468,1992
9,62247.56608,1992
9,1.210580653,1992
9,1.087356828,1992
9,1302.490999,1992
9,366.846021,1992
9,221.9839463,1992
9,7.224882161,1992
9,5.281112446,1992
9,279.3936287,1992
9,0.368449704,1992
9,163901.6005,1992
9,106576.0041,1992
9,21393.02534,1992
9,1181.248277,1992
9,7.392155451,1992
9,63.28996765,1992
9,170030.9303,1992
9,20336.44761,1992
9,188538.8097,1992
9,0.267754295,1992
9,737809.9153,1992
9,40688.31251,1992
9,10.88685331,1992
9,38378.57755,1992
9,196325.1815,1992
9,116.9664677,1992
9,172.3906696,1992
9,696.5456016,1992
9,62.91583077,1992
9,118.2110366,1992
9,1953.017441,1992
9,73895.83894,1992
9,458643.7138,1992
9,87.76189153,1992
9,98.47233902,1992
9,23308.86955,1992
9,5.386174898,1992
9,164.7102968,1992
9,744.81371,1992
9,1193969.253,1992
9,863.737793,1992
9,653.1570726,1992
9,11.12828048,1992
9,130886.6897,1992
9,0.892239137,1992
9,118.0069407,1992
9,8229.591613,1992
9,676.6560426,1992
9,27.43017227,1992
9,16.95396586,1992
9,68.67226697,1992
9,29048.23539,1992
9,9168.961613,1992
9,42047.64964,1992
9,836.7753415,1992
9,4427.315738,1992
9,150699.6755,1992
9,778867.0847,1992
9,793.4852584,1992
9,42961.1984,1992
9,7612.762492,1992
9,847246.9891,1992
9,1345.647697,1992
9,0.260537069,1992
9,65.30985304,1992
9,186724.1274,1992
9,18682.15543,1992
9,1.17550667,1992
9,772.6104688,1992
9,0.241462889,1992
9,4681.647229,1992
9,159370.2665,1992
9,1970.411143,1992
9,24.38158179,1992
9,0.642111848,1992
9,13472.70548,1992
9,49.26409607,1992
9,74.41341614,1992
9,15567.59049,1992
9,282.8265564,1992
9,106.0974663,1992
9,2305.22613,1992
9,4449.42744,1992
9,206602.8478,1992
9,238.8990452,1992
9,0.01538087,1992
9,13975.18098,1992
9,161.1843015,1992
9,240.6447691,1992
9,35025.84923,1992
9,80446.84921,1992
9,206.0103572,1992
9,23970.13558,1992
9,42632.87202,1992
9,5.386174903,1992
9,5084.043654,1992
9,563386.955,1992
9,59.60371916,1992
9,96.00964185,1992
9,12214.70422,1992
9,9454.112411,1992
9,0.632696778,1992
9,2227.06821,1992
9,27563.36346,1992
9,82697.04197,1992
9,8945.839646,1992
9,167.2046612,1992
9,36.81409617,1992
9,37137.17069,1992
9,7466.055714,1992
9,238391.2173,1992
9,190322.3302,1992
9,234.3389462,1992
9,37.84284079,1992
9,34518.42866,1992
9,22552.75439,1992
